1,STATE,STATE ABBREVIATION,D,FEC ID#,INCUMBENT INDICATOR (I),CANDIDATE NAME (First),CANDIDATE NAME (Last),"CANDIDATE NAME (Last, First)",TOTAL VOTES,PARTY,PRIMARY,PRIMARY %,RUNOFF,RUNOFF %,GENERAL VOTES,GENERAL %,"COMBINED GE PARTY TOTALS (CT, NY, SC)","COMBINED % (CT, NY, SC)",FOOTNOTES,,,
3807,Ohio,OH,09,H0OH09118,,Jeremy D.,Swartz,"Swartz, Jeremy D. #",,LIB,207,53.08%,,,,,,,#  Jeremy Swartz withdrew after the primary election.,,,
3808,Ohio,OH,09,H0OH09134,,Joseph Michael,Jaffe,"Jaffe, Joseph Michael",,LIB,183,46.92%,,,,,,,,,,
3809,Ohio,OH,09,n/a,,,,,Party Votes:,LIB,390,,,,,,,,,,,
3810,Ohio,OH,09,H0OH09092,,Rich,Iott,"Iott, Rich",,R,"20,675",71.24%,,,"83,423",40.65%,,,,,,
3811,Ohio,OH,09,H0OH09100,,Jack L.,Smith,"Smith, Jack L.",,R,"8,348",28.76%,,,,,,,,,,
3812,Ohio,OH,09,n/a,,,,,Party Votes:,R,"29,023",,,,,,,,,,,
3813,Ohio,OH,09,n/a,,,,,District Votes:,,"68,306",,,,"205,242",,,,,,,
3814,Ohio,OH,,n/a,,,,,,,,,,,,,,,,,,
3815,Ohio,OH,10,H6OH23033,(I),Dennis J.,Kucinich,"Kucinich, Dennis J.",,D,"47,976",100.00%,,,"101,343",53.05%,,,,,,
3816,Ohio,OH,10,n/a,,,,,Party Votes:,D,"47,976",,,,,,,,,,,
3817,Ohio,OH,10,H0OH10082,,Peter J.,Corrigan,"Corrigan, Peter J.",,R,"16,678",75.97%,,,"83,809",43.87%,,,,,,
3818,Ohio,OH,10,H0OH10090,,W. Benjamin,Franklin,"Franklin, W. Benjamin",,R,"5,275",24.03%,,,,,,,,,,
3819,Ohio,OH,10,n/a,,,,,Party Votes:,R,"21,953",,,,,,,,,,,
3820,Ohio,OH,10,H0OH10108,,Jeff,Goggins,"Goggins, Jeff",,LIB,292,100.00%,,,"5,874",3.07%,,,,,,
3821,Ohio,OH,10,n/a,,,,,Party Votes:,LIB,292,,,,,,,,,,,
3822,Ohio,OH,10,n/a,,,,,District Votes:,,"70,221",,,,"191,026",,,,,,,
3823,Ohio,OH,,n/a,,,,,,,,,,,,,,,,,,
3824,Ohio,OH,11,H8OH11141,(I),Marcia L.,Fudge,"Fudge, Marcia L.",,D,"47,773",85.40%,,,"139,693",82.93%,,,,,,
3825,Ohio,OH,11,H0OH11064,,Daniel W.,Reilly,"Reilly, Daniel W.",,D,"5,385",9.63%,,,,,,,,,,
3826,Ohio,OH,11,H8OH11166,,Isaac,Powell,"Powell, Isaac",,D,"2,783",4.97%,,,,,,,,,,
3827,Ohio,OH,11,n/a,,,,,Party Votes:,D,"55,941",,,,,,,,,,,
3828,Ohio,OH,11,H8OH11133,,Thomas,Pekarek,"Pekarek, Thomas",,R,237,100.00%,,,"28,754",17.07%,,,,,,
3829,Ohio,OH,11,n/a,,,,,Party Votes:,R,237,,,,,,,,,,,
3830,Ohio,OH,11,n/a,,,,,District Votes:,,"56,178",,,,"168,447",,,,,,,
3831,Ohio,OH,,n/a,,,,,,,,,,,,,,,,,,
3832,Ohio,OH,12,H0OH12062,(I),Pat,Tiberi,"Tiberi, Pat",,R,"53,632",86.40%,,,"150,163",55.79%,,,,,,
3833,Ohio,OH,12,H0OH12088,,Andrew G.,Zukowski,"Zukowski, Andrew G.",,R,"8,442",13.60%,,,,,,,,,,
3834,Ohio,OH,12,n/a,,,,,Party Votes:,R,"62,074",,,,,,,,,,,
3835,Ohio,OH,12,H0OH12120,,Paula,Brooks,"Brooks, Paula",,D,"37,802",100.00%,,,"110,307",40.98%,,,,,,
3836,Ohio,OH,12,n/a,,,,,Party Votes:,D,"37,802",,,,,,,,,,,
3837,Ohio,OH,12,H0OH12153,,Travis M.,Irvine,"Irvine, Travis M.",,LIB,349,60.80%,,,"8,710",3.24%,,,,,,
3838,Ohio,OH,12,H0OH12146,,Eddie,Florek,"Florek, Eddie",,LIB,225,39.20%,,,,,,,,,,
3839,Ohio,OH,12,n/a,,,,,Party Votes:,LIB,574,,,,,,,,,,,
3840,Ohio,OH,12,H2OH12068,,Robert,Fitrakis,"Fitrakis, Robert",,W(GRE),20,100.00%,,,,,,,,,,
3841,Ohio,OH,12,n/a,,,,,Party Votes:,GRE,20,,,,,,,,,,,
3842,Ohio,OH,12,n/a,,,,,District Votes:,,"100,470",,,,"269,180",,,,,,,
3843,Ohio,OH,,n/a,,,,,,,,,,,,,,,,,,
3844,Ohio,OH,13,H6OH13133,(I),Betty,Sutton,"Sutton, Betty",,D,"37,460",79.42%,,,"118,806",55.73%,,,,,,
3845,Ohio,OH,13,H0OH13110,,Justin P.,Wooden,"Wooden, Justin P.",,D,"9,706",20.58%,,,,,,,,,,
3846,Ohio,OH,13,n/a,,,,,Party Votes:,D,"47,166",,,,,,,,,,,
3847,Ohio,OH,13,H0OH13136,,Tom,Ganley,"Ganley, Tom",,R,"24,757",74.28%,,,"94,367",44.27%,,,,,,
3848,Ohio,OH,13,H0OH13169,,Bill,Haney,"Haney, Bill",,R,"2,278",6.84%,,,,,,,,,,
3849,Ohio,OH,13,H0OH13144,,Todd,Sharkey,"Sharkey, Todd",,R,"2,221",6.66%,,,,,,,,,,
3850,Ohio,OH,13,H0OH13102,,Jason,Meade,"Meade, Jason",,R,"1,761",5.28%,,,,,,,,,,
3851,Ohio,OH,13,H0OH13177,,Jim,Hrubik,"Hrubik, Jim",,R,"1,704",5.11%,,,,,,,,,,
3852,Ohio,OH,13,H0OH13151,,James F.,Brihan,"Brihan, James F.",,R,607,1.82%,,,,,,,,,,
3853,Ohio,OH,13,n/a,,,,,Party Votes:,R,"33,328",,,,,,,,,,,
3854,Ohio,OH,13,n/a,,,,,District Votes:,,"80,494",,,,"213,173",,,,,,,
3855,Ohio,OH,,n/a,,,,,,,,,,,,,,,,,,
3856,Ohio,OH,14,H4OH19036,(I),Steven C.,LaTourette,"LaTourette, Steven C.",,R,"39,190",100.00%,,,"149,878",64.92%,,,,,,
3857,Ohio,OH,14,n/a,,,,,Party Votes:,R,"39,190",,,,,,,,,,,
3858,Ohio,OH,14,H8OH14087,,Bill,O'Neill,"O'Neill, Bill",,D,"19,013",62.43%,,,"72,604",31.45%,,,,,,
3859,Ohio,OH,14,H8OH14095,,"John H., Jr.",Green,"Green, John H., Jr.",,D,"5,737",18.84%,,,,,,,,,,
3860,Ohio,OH,14,H6OH14172,,Dale Virgil,Blanchard,"Blanchard, Dale Virgil",,D,"5,704",18.73%,,,,,,,,,,
3861,Ohio,OH,14,n/a,,,,,Party Votes:,D,"30,454",,,,,,,,,,,
3862,Ohio,OH,14,H0OH14076,,John M.,Jelenic,"Jelenic, John M.",,LIB,231,100.00%,,,"8,383",3.63%,,,,,,
3863,Ohio,OH,14,n/a,,,,,Party Votes:,LIB,231,,,,,,,,,,,
3864,Ohio,OH,14,n/a,,,,,District Votes:,,"69,875",,,,"230,865",,,,,,,
3865,Ohio,OH,,n/a,,,,,,,,,,,,,,,,,,
3866,Ohio,OH,15,H8OH15076,,Steve,Stivers,"Stivers, Steve",,R,"39,963",82.29%,,,"119,471",54.16%,,,,,,
3867,Ohio,OH,15,H0OH15099,,John,Adams,"Adams, John",,R,"5,894",12.14%,,,,,,,,,,
3868,Ohio,OH,15,H0OH15107,,Ralph A.,Applegate,"Applegate, Ralph A.",,R,"2,708",5.58%,,,,,,,,,,
3869,Ohio,OH,15,n/a,,,,,Party Votes:,R,"48,565",,,,,,,,,,,
3870,Ohio,OH,15,H6OH15104,(I),Mary Jo,Kilroy,"Kilroy, Mary Jo",,D,"36,435",100.00%,,,"91,077",41.29%,,,,,,
3871,Ohio,OH,15,n/a,,,,,Party Votes:,D,"36,435",,,,,,,,,,,
3872,Ohio,OH,15,H0OH15123,,William J.,Kammerer,"Kammerer, William J.",,LIB,629,100.00%,,,"6,116",2.77%,,,,,,
3873,Ohio,OH,15,n/a,,,,,Party Votes:,LIB,629,,,,,,,,,,,
3874,Ohio,OH,15,H8OH12081,,David,Ryon,"Ryon, David",,CON,171,52.13%,,,"3,887",1.76%,,,,,,
3875,Ohio,OH,15,H0OH15115,,Chris,Macisco,"Macisco, Chris",,CON,157,47.87%,,,,,,,,,,
3876,Ohio,OH,15,n/a,,,,,Party Votes:,CON,328,,,,,,,,,,,
3877,Ohio,OH,15,H0OH15040,,Bill,Buckel,"Buckel, Bill",,W,,,,,45,0.02%,,,,,,
3878,Ohio,OH,15,n/a,,,,,District Votes:,,"85,957",,,,"220,596",,,,,,,
3879,Ohio,OH,,n/a,,,,,,,,,,,,,,,,,,
3880,Ohio,OH,16,H0OH16097,,Jim,Renacci,"Renacci, Jim",,R,"30,358",49.24%,,,"114,652",52.08%,,,,,,
3881,Ohio,OH,16,H6OH16102,,Matt,Miller,"Miller, Matt",,R,"24,322",39.45%,,,,,,,,,,
3882,Ohio,OH,16,H8OH16082,,Paul R.,Schiffer,"Schiffer, Paul R.",,R,"5,048",8.19%,,,,,,,,,,
3883,Ohio,OH,16,H0OH16105,,H. Doyle,Smith,"Smith, H. Doyle",,R,"1,919",3.11%,,,,,,,,,,
3884,Ohio,OH,16,n/a,,,,,Party Votes:,R,"61,647",,,,,,,,,,,
3885,Ohio,OH,16,H8OH16058,(I),John A.,Boccieri,"Boccieri, John A.",,D,"31,507",100.00%,,,"90,833",41.26%,,,,,,
3886,Ohio,OH,16,n/a,,,,,Party Votes:,D,"31,507",,,,,,,,,,,
3887,Ohio,OH,16,H0OH16089,,Jeffrey J.,Blevins,"Blevins, Jeffrey J.",,LIB,116,100.00%,,,"14,585",6.63%,,,,,,
3888,Ohio,OH,16,n/a,,,,,Party Votes:,LIB,116,,,,,,,,,,,
3889,Ohio,OH,16,H0OH16113,,Robert L.,Ross,"Ross, Robert L.",,W,,,,,67,0.03%,,,,,,
3890,Ohio,OH,16,n/a,,,,,District Votes:,,"93,270",,,,"220,137",,,,,,,
3891,Ohio,OH,,n/a,,,,,,,,,,,,,,,,,,
3892,Ohio,OH,17,H2OH17109,(I),Timothy J.,Ryan,"Ryan, Timothy J.",,D,"48,750",78.75%,,,"102,758",53.89%,,,,,,
3893,Ohio,OH,17,H0OH17178,,Dan,Moadus,"Moadus, Dan",,D,"7,520",12.15%,,,,,,,,,,
3894,Ohio,OH,17,H0OH17152,,Robert,Crow,"Crow, Robert",,D,"5,638",9.11%,,,,,,,,,,
3895,Ohio,OH,17,n/a,,,,,Party Votes:,D,"61,908",,,,,,,,,,,
3896,Ohio,OH,17,H0OH17145,,Jim,Graham,"Graham, Jim",,R,"12,922",71.71%,,,"57,352",30.08%,,,,,,
3897,Ohio,OH,17,H0OH17137,,M.E.,Henderson,"Henderson, M.E.",,R,"5,097",28.29%,,,,,,,,,,
3898,Ohio,OH,17,n/a,,,,,Party Votes:,R,"18,019",,,,,,,,,,,
3899,Ohio,OH,17,H0OH17186,,Elaine R.,Mastromatteo,"Mastromatteo, Elaine R.",,W(GRE),16,100.00%,,,,,,,,,,
3900,Ohio,OH,17,n/a,,,,,Party Votes:,GRE,16,,,,,,,,,,,
3901,Ohio,OH,17,H4OH17071,,"James A., Jr.",Traficant,"Traficant, James A., Jr.",,IND,,,,,"30,556",16.03%,,,,,,
3902,Ohio,OH,17,n/a,,,,,District Votes:,,"79,943",,,,"190,666",,,,,,,
3903,Ohio,OH,,n/a,,,,,,,,,,,,,,,,,,
3904,Ohio,OH,18,H0OH18077,,Bob,Gibbs,"Gibbs, Bob",,R,"11,037",20.94%,,,"107,426",53.86%,,,,,,
3905,Ohio,OH,18,H8OH18088,,Fred,Dailey,"Dailey, Fred",,R,"10,881",20.65%,,,,,,,,,,
3906,Ohio,OH,18,H8OH18070,,Jeanette,Moll,"Moll, Jeanette",,R,"10,013",19.00%,,,,,,,,,,
3907,Ohio,OH,18,H0OH18101,,Ron,Hood,"Hood, Ron",,R,"8,204",15.57%,,,,,,,,,,
3908,Ohio,OH,18,H0OH18093,,Dave,Daubenmire,"Daubenmire, Dave",,R,"6,288",11.93%,,,,,,,,,,
3909,Ohio,OH,18,H0OH18085,,Hombre,Liggett,"Liggett, Hombre",,R,"4,065",7.71%,,,,,,,,,,
3910,Ohio,OH,18,H0OH18119,,Michael D.,Royer,"Royer, Michael D.",,R,"1,318",2.50%,,,,,,,,,,
3911,Ohio,OH,18,H8OH18112,,Beau,Bromberg,"Bromberg, Beau",,R,894,1.70%,,,,,,,,,,
3912,Ohio,OH,18,n/a,,,,,Party Votes:,R,"52,700",,,,,,,,,,,
3913,Ohio,OH,18,H6OH18157,(I),Zack,Space,"Space, Zack",,D,"28,743",100.00%,,,"80,756",40.49%,,,,,,
3914,Ohio,OH,18,n/a,,,,,Party Votes:,D,"28,743",,,,,,,,,,,
3915,Ohio,OH,18,H0OH18127,,Lindsey Dean,Sutton,"Sutton, Lindsey Dean",,W(CON)/CON,31,100.00%,,,"11,246",5.64%,,,,,,
3916,Ohio,OH,18,n/a,,,,,Party Votes:,CON,31,,,,,,,,,,,
3917,Ohio,OH,18,H8OH18104,,Mark ,Pitrone,"Pitrone, Mark ",,W ,,,,,20,0.01%,,,,,,
3918,Ohio,OH,18,n/a,,,,,District Votes:,,"81,474",,,,"199,448",,,,,,,
3919,Ohio,OH,H,n/a,,,,,Total State Votes:,,"1,403,020",,,,"3,825,274",,,,,,,
3920,Ohio,OH,,n/a,,,,,,,,,,,,,,,,,,
3921,Ohio,OH,,n/a,,,,,,,,,,,,,,,,,,
3922,Ohio,OH,S,S0OH00133,,Rob,Portman,"Portman, Rob",,R,"667,369",100.00%,,,"2,168,742",56.85%,,,,,,
3923,Ohio,OH,S,n/a,,,,,Party Votes:,R,"667,369",,,,,,,,,,,
3924,Ohio,OH,S,S0OH00158,,Lee,Fisher,"Fisher, Lee",,D,"380,189",55.57%,,,"1,503,297",39.40%,,,,,,
3925,Ohio,OH,S,S0OH00141,,Jennifer,Brunner,"Brunner, Jennifer",,D,"304,026",44.43%,,,,,,,,,,
3926,Ohio,OH,S,n/a,,,,,Party Votes:,D,"684,215",,,,,,,,,,,
3927,Ohio,OH,S,S0OH00190,,Eric W.,Deaton,"Deaton, Eric W.",,CON,"1,834",100.00%,,,"65,856",1.73%,,,,,,
3928,Ohio,OH,S,n/a,,,,,Party Votes:,CON,"1,834",,,,,,,,,,,
3929,Ohio,OH,S,S0OH00265,,Michael L. ,Pryce,"Pryce, Michael L. ",,IND,,,,,"50,101",1.31%,,,,,,
3930,Ohio,OH,S,S0OH00257,,Daniel H.,LaBotz,"LaBotz, Daniel H.",,SUS,383,100.00%,,,"26,454",0.69%,,,,,,
3931,Ohio,OH,S,n/a,,,,,Party Votes:,SUS,383,,,,,,,,,,,
3932,Ohio,OH,S,S0OH00273,,Arthur T.,Sullivan,"Sullivan, Arthur T.",,W,,,,,648,0.02%,,,,,,
3933,Ohio,OH,S,n/a,,,,,Total State Votes:,,"1,353,801",,,,"3,815,098",,,,,,,
3934,,,,n/a,,,,,,,,,,,,,,,,,,
3935,Oklahoma,OK,01,H2OK01093,(I),John,Sullivan,"Sullivan, John",,R,"38,673",62.07%,,,"151,173",76.80%,,,,,,
3936,Oklahoma,OK,01,H0OK01105,,Kenneth,Rice,"Rice, Kenneth",,R,"10,394",16.68%,,,,,,,,,,
3937,Oklahoma,OK,01,H0OK01089,,Nathan,Dahm,"Dahm, Nathan",,R,"8,871",14.24%,,,,,,,,,,
3938,Oklahoma,OK,01,H0OK01121,,Patrick K.,Haworth,"Haworth, Patrick K.",,R,"1,737",2.79%,,,,,,,,,,
3939,Oklahoma,OK,01,H0OK01113,,Craig,Allen,"Allen, Craig",,R,"1,421",2.28%,,,,,,,,,,
3940,Oklahoma,OK,01,H0OK01097,,Fran,Moghaddam,"Moghaddam, Fran",,R,"1,213",1.95%,,,,,,,,,,
3941,Oklahoma,OK,01,n/a,,,,,Party Votes:,R,"62,309",,,,,,,,,,,
3942,Oklahoma,OK,01,H0OK01139,,Angelia,O'Dell,"O'Dell, Angelia",,IND,,,,,"45,656",23.20%,,,,,,
3943,Oklahoma,OK,01,n/a,,,,,District Votes:,,"62,309",,,,"196,829",,,,,,,
3944,Oklahoma,OK,,n/a,,,,,,,,,,,,,,,,,,
3945,Oklahoma,OK,02,H4OK02089,(I),Dan,Boren,"Boren, Dan",,D,"66,439",75.55%,,,"108,203",56.52%,,,,,,
3946,Oklahoma,OK,02,H0OK02194,,Jim,Wilson,"Wilson, Jim",,D,"21,496",24.45%,,,,,,,,,,
3947,Oklahoma,OK,02,n/a,,,,,Party Votes:,D,"87,935",,,,,,,,,,,
3948,Oklahoma,OK,02,H0OK02186,,Charles ,Thompson,"Thompson, Charles ",,R,"8,161",33.56%,"7,492",67.27%,"83,226",43.48%,,,,,,
3949,Oklahoma,OK,02,H0OK02160,,Daniel,Edmonds,"Edmonds, Daniel",,R,"6,886",28.32%,"3,645",32.73%,,,,,,,,
3950,Oklahoma,OK,02,H0OK02145,,Daniel,Arnett,"Arnett, Daniel",,R,"3,863",15.89%,,,,,,,,,,
3951,Oklahoma,OK,02,H0OK02152,,Howard,Houchen,"Houchen, Howard",,R,"2,785",11.45%,,,,,,,,,,
3952,Oklahoma,OK,02,H0OK02202,,Chester Clem,Falling,"Falling, Chester Clem",,R,"1,527",6.28%,,,,,,,,,,
3953,Oklahoma,OK,02,H4OK02139,,Raymond,Wickson,"Wickson, Raymond",,R,"1,095",4.50%,,,,,,,,,,
3954,Oklahoma,OK,02,n/a,,,,,Party Votes:,R,"24,317",,"11,137",,,,,,,,,
3955,Oklahoma,OK,02,n/a,,,,,District Votes:,,"112,252",,"11,137",,"191,429",,,,,,,
3956,Oklahoma,OK,,n/a,,,,,,,,,,,,,,,,,,
3957,Oklahoma,OK,03,H4OK06056,(I),Frank D.,Lucas,"Lucas, Frank D.",,R,Unopposed,,,,"161,927",77.99%,,,,,,
3958,Oklahoma,OK,03,H8OK03047,,Frankie,Robbins,"Robbins, Frankie",,D,Unopposed,,,,"45,689",22.01%,,,,,,
3959,Oklahoma,OK,03,n/a,,,,,District Votes:,,,,,,"207,616",,,,,,,
3960,Oklahoma,OK,,n/a,,,,,,,,,,,,,,,,,,
3961,Oklahoma,OK,04,H2OK04055,(I),Tom,Cole,"Cole, Tom",,R,"32,589",77.26%,,,Unopposed,,,,,,,
3962,Oklahoma,OK,04,H0OK04133,,R. J.,Harris,"Harris, R. J.",,R,"9,593",22.74%,,,,,,,,,,
3963,Oklahoma,OK,04,n/a,,,,,Party Votes:,R,"42,182",,,,,,,,,,,
3964,Oklahoma,OK,04,n/a,,,,,District Votes:,,"42,182",,,,,,,,,,,
3965,Oklahoma,OK,,n/a,,,,,,,,,,,,,,,,,,
3966,Oklahoma,OK,05,H0OK05114,,James,Lankford,"Lankford, James",,R,"18,760",33.58%,"29,817",65.22%,"123,236",62.52%,,,,,,
3967,Oklahoma,OK,05,H6OK05228,,Kevin,Calvey,"Calvey, Kevin",,R,"18,147",32.48%,"15,902",34.78%,,,,,,,,
3968,Oklahoma,OK,05,H0OK05098,,Mike,Thompson,"Thompson, Mike",,R,"10,008",17.91%,,,,,,,,,,
3969,Oklahoma,OK,05,H0OK05130,,Shane,Jett,"Jett, Shane",,R,"5,956",10.66%,,,,,,,,,,
3970,Oklahoma,OK,05,H6OK05236,,Johnny B.,Roy,"Roy, Johnny B.",,R,"1,548",2.77%,,,,,,,,,,
3971,Oklahoma,OK,05,H0OK05106,,Rick,Flanigan,"Flanigan, Rick",,R,762,1.36%,,,,,,,,,,
3972,Oklahoma,OK,05,H0OK05171,,Harry,Johnson,"Johnson, Harry",,R,686,1.23%,,,,,,,,,,
3973,Oklahoma,OK,05,n/a,,,,,Party Votes:,R,"55,867",,"45,719",,,,,,,,,
3974,Oklahoma,OK,05,H0OK05148,,Billy,Coyle,"Coyle, Billy",,D,"21,143",56.83%,,,"68,074",34.54%,,,,,,
3975,Oklahoma,OK,05,H0OK05155,,Tom,Guild,"Guild, Tom",,D,"16,063",43.17%,,,,,,,,,,
3976,Oklahoma,OK,05,n/a,,,,,Party Votes:,D,"37,206",,,,,,,,,,,
3977,Oklahoma,OK,05,H0OK05163,,Dave,White,"White, Dave",,IND,,,,,"2,728",1.38%,,,,,,
3978,Oklahoma,OK,05,H0OK05189,,Clark,Duffe,"Duffe, Clark",,IND,,,,,"3,067",1.56%,,,,,,
3979,Oklahoma,OK,05,n/a,,,,,District Votes:,,"93,073",,"45,719",,"197,105",,,,,,,
3980,Oklahoma,OK,H,n/a,,,,,Total State Votes:,,"309,816",,"56,856",,"792,979",,,,,,,
3981,Oklahoma,OK,,n/a,,,,,,,,,,,,,,,,,,
3982,Oklahoma,OK,,n/a,,,,,,,,,,,,,,,,,,
3983,Oklahoma,OK,S,S4OK00174,(I),Tom,Coburn,"Coburn, Tom",,R,"223,997",90.36%,,,"718,482",70.64%,,,,,,
3984,Oklahoma,OK,S,S8OK00241,,Evelyn L.,Rogers,"Rogers, Evelyn L.",,R,"15,093",6.09%,,,,,,,,,,
3985,Oklahoma,OK,S,S0OK00297,,Lewis Kelly,Spring,"Spring, Lewis Kelly",,R,"8,812",3.55%,,,,,,,,,,
3986,Oklahoma,OK,S,n/a,,,,,Party Votes:,R,"247,902",,,,,,,,,,,
3987,Oklahoma,OK,S,S2OK00095,,Jim,Rogers,"Rogers, Jim",,D,"157,955",65.36%,,,"265,814",26.13%,,,,,,
3988,Oklahoma,OK,S,S0OK00305,,Mark,Myles,"Myles, Mark",,D,"83,715",34.64%,,,,,,,,,,
3989,Oklahoma,OK,S,n/a,,,,,Party Votes:,D,"241,670",,,,,,,,,,,
3990,Oklahoma,OK,S,S8OK00225,,Stephen P.,Wallace,"Wallace, Stephen P.",,IND,,,,,"25,048",2.46%,,,,,,
3991,Oklahoma,OK,S,S0OK00313,,Ronald F.,Dwyer,"Dwyer, Ronald F.",,IND,,,,,"7,807",0.77%,,,,,,
3992,Oklahoma,OK,S,n/a,,,,,Total State Votes:,,"489,572",,,,"1,017,151",,,,,,,
3993,,,,,,,,,,,,,,,,,,,,,,
3994,Oregon,OR,01,H8OR01072,(I),David,Wu,"Wu, David",,D,"61,439",80.92%,,,"160,357",54.75%,,,,,,
3995,Oregon,OR,01,H0OR01129,,David,Robinson,"Robinson, David",,D,"14,102",18.57%,,,,,,,,,,
3996,Oregon,OR,01,n/a,,,Scattered,Scattered,,W(D),383,0.50%,,,,,,,,,,
3997,Oregon,OR,01,n/a,,,,,Party Votes:,D,"75,924",,,,,,,,,,,
3998,Oregon,OR,01,H0OR01095,,Rob,Cornilles,"Cornilles, Rob",,R,"21,441",41.07%,,,"122,858",41.94%,,,,,,
3999,Oregon,OR,01,H0OR00014,,Douglas Fitzgerald,Keller,"Keller, Douglas Fitzgerald",,R,"14,785",28.32%,,,,,,,,,,
4000,Oregon,OR,01,H0OR01111,,John,Kuzmanich,"Kuzmanich, John",,R,"14,464",27.71%,,,,,,,,,,
4001,Oregon,OR,01,H0OR01103,,Stephan Andrew,Brodhead,"Brodhead, Stephan Andrew",,R,"1,213",2.32%,,,,,,,,,,
4002,Oregon,OR,01,n/a,,,Scattered,Scattered,,W(R),299,0.57%,,,,,,,,,,
4003,Oregon,OR,01,n/a,,,,,Party Votes:,R,"52,202",,,,,,,,,,,
4004,Oregon,OR,01,H0OR01137,,Don,LaMunyon,"LaMunyon, Don",,CON,*,,,,"3,855",1.32%,,,"* The Pacific Green Party nominated by convention on June 5, 2010, the Libertarian Party nominated by convention on June 12, 2010, and the Constitution Party nominated by convention on June 26, 2010.  The Independent Party conducted its own primary election on July 30, 2010.  Convention nominees are noted with an asterisk.",,,
4005,Oregon,OR,01,H8OR01205,,Chris ,Henry,"Henry, Chris ",,PG/PRO,*,,,,"2,955",1.01%,,,"* The Pacific Green Party nominated by convention on June 5, 2010, the Libertarian Party nominated by convention on June 12, 2010, and the Constitution Party nominated by convention on June 26, 2010.  The Independent Party conducted its own primary election on July 30, 2010.  Convention nominees are noted with an asterisk.",,,
4006,Oregon,OR,01,H8OR01197,,H. Joe,Tabor,"Tabor, H. Joe",,LIB,*,,,,"2,492",0.85%,,,"* The Pacific Green Party nominated by convention on June 5, 2010, the Libertarian Party nominated by convention on June 12, 2010, and the Constitution Party nominated by convention on June 26, 2010.  The Independent Party conducted its own primary election on July 30, 2010.  Convention nominees are noted with an asterisk.",,,
4007,Oregon,OR,01,n/a,,,,Scattered,,W,,,,,392,0.13%,,,,,,
4008,Oregon,OR,01,n/a,,,,,District Votes:,,"128,126",,,,"292,909",,,,,,,
4009,Oregon,OR,,n/a,,,,,,,,,,,,,,,,,,
4010,Oregon,OR,02,H6OR02116,(I),Greg,Walden,"Walden, Greg",,R,"74,970",98.92%,,,"206,245",73.91%,,,,,,
4011,Oregon,OR,02,n/a,,,Scattered,Scattered,,W(R),818,1.08%,,,,,,,,,,
4012,Oregon,OR,02,n/a,,,,,Party Votes:,R,"75,788",,,,,,,,,,,
4013,Oregon,OR,02,H0OR02093,,Joyce B.,Segers,"Segers, Joyce B.",,D,"37,609",97.48%,,,"72,173",25.87%,,,,,,
4014,Oregon,OR,02,n/a,,,Scattered,Scattered,,W(D),971,2.52%,,,,,,,,,,
4015,Oregon,OR,02,n/a,,,,,Party Votes:,D,"38,580",,,,,,,,,,,
4016,Oregon,OR,02,n/a,,,,Scattered,,W,,,,,619,0.22%,,,,,,
4017,Oregon,OR,02,n/a,,,,,District Votes:,,"114,368",,,,"279,037",,,,,,,
4018,Oregon,OR,,n/a,,,,,,,,,,,,,,,,,,
4019,Oregon,OR,03,H6OR03064,(I),Earl,Blumenauer,"Blumenauer, Earl",,D,"73,962",91.23%,,,"193,104",70.02%,,,,,,
4020,Oregon,OR,03,H0OR03091,,John,Sweeney,"Sweeney, John",,D,"6,774",8.36%,,,,,,,,,,
4021,Oregon,OR,03,n/a,,,Scattered,Scattered,,W(D),337,0.42%,,,,,,,,,,
4022,Oregon,OR,03,n/a,,,,,Party Votes:,D,"81,073",,,,,,,,,,,
4023,Oregon,OR,03,H8OR03045,,Delia,Lopez,"Lopez, Delia",,R,"20,007",97.65%,,,"67,714",24.55%,,,,,,
4024,Oregon,OR,03,n/a,,,Scattered,Scattered,,W(R),482,2.35%,,,,,,,,,,
4025,Oregon,OR,03,n/a,,,,,Party Votes:,R,"20,489",,,,,,,,,,,
4026,Oregon,OR,03,H0OR03117,,Jeff,Lawrence,"Lawrence, Jeff",,LIB/IP*,*,,,,"8,380",3.04%,,,"* The Pacific Green Party nominated by convention on June 5, 2010, the Libertarian Party nominated by convention on June 12, 2010, and the Constitution Party nominated by convention on June 26, 2010.  The Independent Party conducted its own primary election on July 30, 2010.  Convention nominees are noted with an asterisk.",,,
4027,Oregon,OR,03,H0OR03117,,Jeff,Lawrence,"Lawrence, Jeff",,IP*,80,32.65%,,,,,,,,,,
4028,Oregon,OR,03,n/a,,,,,,,,,,,,,,,,,,
4029,Oregon,OR,03,H8OR03052,,Michael ,Meo,"Meo, Michael ",,PG/PRO,*,,,,"6,197",2.25%,,,"* The Pacific Green Party nominated by convention on June 5, 2010, the Libertarian Party nominated by convention on June 12, 2010, and the Constitution Party nominated by convention on June 26, 2010.  The Independent Party conducted its own primary election on July 30, 2010.  Convention nominees are noted with an asterisk.",,,
4030,Oregon,OR,03,H8OR03052,,Michael ,Meo,"Meo, Michael ",,IP*,63,25.71%,,,,,,,"* The Pacific Green Party nominated by convention on June 5, 2010, the Libertarian Party nominated by convention on June 12, 2010, and the Constitution Party nominated by convention on June 26, 2010.  The Independent Party conducted its own primary election on July 30, 2010.  Convention nominees are noted with an asterisk.",,,
